part-00000-d38f1508-e7ff-486d-972c-feeebe182c7b-c000
neighbourhood_group_cleansed;id;listing_url;name;host_id;host_name;calculated_host_listings_count;host_is_superhost;latitude;longitude;price;kitchen;patio or balcony;elevator;air conditioning;long_term;short_term;possible_long_term;number_of_reviews;review_scores_rating;room_type_encoded;bedrooms_encoded;;
Ciudad Lineal;45946300;https://www.airbnb.com/rooms/45946300;Habitación individual piso boutique;45885522;Isabel;1;f;40.43649;-3.64097;99.0;1;1;0;0;0;1;0;0;0.0;1;0;;
Chamberí;662796937865099679;https://www.airbnb.com/rooms/662796937865099679;Habitación cómoda en Malasaña;756787;Angel;10;f;40.43062;-3.70421;128.0;1;1;0;0;1;0;1;0;0.0;1;0;;
Centro;667796179561969508;https://www.airbnb.com/rooms/667796179561969508;Habitación privada en Huertas;50080380;Rubens;15;f;40.41186;-3.69544;157.0;1;0;0;0;0;0;1;5;4.6;1;0;;
Salamanca;670774145899591377;https://www.airbnb.com/rooms/670774145899591377;Habitacion Privada Barrio Salamanca 7;50080380;Rubens;15;f;40.42496;-3.68693;177.0;1;0;0;0;0;0;1;2;5.0;1;0;;
Centro;682465441724484831;https://www.airbnb.com/rooms/682465441724484831;Comfortable apt in La Latina (Madrid);3363552;Javier;1;f;40.40761;-3.71026;157.0;1;0;0;0;0;1;0;0;0.0;2;1;;
Tetuán;676782059052633065;https://www.airbnb.com/rooms/676782059052633065;Habitación con baño privado en piso compartido;464935101;María Belén;1;f;40.46914;-3.7012;146.0;1;0;0;0;0;0;1;14;4.93;1;0;;
Centro;1053530489390597892;https://www.airbnb.com/rooms/1053530489390597892;Cute aparment in the center;14278429;Fernando;3;f;40.41350829935467;-3.695658623776228;157.0;1;0;0;0;0;0;1;0;0.0;2;0;;
Puente de Vallecas;1100486040335060367;https://www.airbnb.com/rooms/1100486040335060367;Hab.privada en Nueva Numancia;564230913;Patricia;1;f;40.3962654;-3.6615713;112.0;1;0;0;0;0;1;0;0;0.0;1;0;;
Centro;1103429026495077744;https://www.airbnb.com/rooms/1103429026495077744;Apartamento de diseño en el centro de Madrid;68192396;Jon;1;f;40.4135439;-3.712229499999999;157.0;1;0;0;1;0;0;1;5;4.2;2;1;;
Centro;1110849973839955704;https://www.airbnb.com/rooms/1110849973839955704;M (lm7) Downtown Madrid centro Cibeles;529402573;Sara;91;f;40.41742557784581;-3.696906104339197;157.0;1;0;1;1;0;0;1;0;0.0;2;1;;
Centro;22700207;https://www.airbnb.com/rooms/22700207;AMAZING PENTHOUSE W/2 TERRACES & VIEWS ON GRAN VIA;104954660;Chloe;8;f;40.41933;-3.6978;799.0;1;1;1;1;0;0;1;120;4.88;2;1;;
Chamberí;22259952;https://www.airbnb.com/rooms/22259952;Room in Chamberi;88564699;Marco;1;f;40.43661;-3.71056;128.0;1;0;0;0;0;0;1;2;4.0;1;0;;
Centro;1131686290827634587;https://www.airbnb.com/rooms/1131686290827634587;Alojamiento premium en zona exclusiva de Madrid;567327895;Santiago;87;f;40.407071256394765;-3.7079278032039737;157.0;1;0;0;0;0;0;1;0;0.0;1;0;;
Centro;22272640;https://www.airbnb.com/rooms/22272640;Cosy apartment in Madrid downtown;63925491;José;1;f;40.42661;-3.70132;157.0;1;1;1;1;0;0;1;28;4.71;2;0;;
Chamberí;720784250649058894;https://www.airbnb.com/rooms/720784250649058894;Habitación Super centro Madrid;5905260;Ghaleb;5;f;40.43147;-3.70405;55.0;1;0;0;1;0;0;1;7;4.57;1;0;;
Chamartín;1156326562797027548;https://www.airbnb.com/rooms/1156326562797027548;Joaquín Costa-55-3;576464572;Maria Mercedes;166;f;40.44211584753466;-3.6804423996935656;20.0;1;0;0;0;0;0;1;0;0.0;1;0;;
Centro;900868088856855473;https://www.airbnb.com/rooms/900868088856855473;Apartamento Atocha/Reina Sofía;4167523;Carlos;1;f;40.40935301193376;-3.695569715586976;204.0;1;1;1;1;0;0;1;4;5.0;2;0;;
Centro;1140399169007002742;https://www.airbnb.com/rooms/1140399169007002742;Luminosa habitación en Madrid;457413693;Nicolas;9;t;40.40668;-3.6993;157.0;1;0;0;0;0;0;1;0;0.0;1;0;;
Arganzuela;1152775041256323370;https://www.airbnb.com/rooms/1152775041256323370;Aguilón-15-2;576464572;Maria Mercedes;166;f;40.39837;-3.69973;141.0;1;0;0;0;0;0;1;0;0.0;1;0;;
Usera;954142566731605385;https://www.airbnb.com/rooms/954142566731605385;Habitación en ático dúplex;144294198;Yolanda;1;f;40.38242926027253;-3.7113253870830167;74.0;1;0;0;1;0;0;1;4;5.0;1;0;;
Centro;818618091503839371;https://www.airbnb.com/rooms/818618091503839371;Blueground | Palacio, nr city center;434208714;Blueground;202;f;40.42229;-3.71045;112.0;1;0;1;1;0;0;1;4;4.25;2;0;;
Retiro;22323943;https://www.airbnb.com/rooms/22323943;Lindo y como apartamento.;45979786;Mig;2;f;40.40549;-3.67487;122.0;1;0;0;1;0;0;1;1;4.0;2;0;;
Chamartín;45983141;https://www.airbnb.com/rooms/45983141;Un piso acogedor para 3 personas;327622536;LivingMad;16;f;40.4437;-3.68086;129.0;1;0;0;0;0;0;1;9;4.78;2;1;;
Centro;955615768799808637;https://www.airbnb.com/rooms/955615768799808637;Plazoleta III;1408525;Mad4Rent;34;f;40.41161;-3.71083;157.0;1;0;0;1;0;0;1;2;3.5;2;0;;
Salamanca;967519679813505162;https://www.airbnb.com/rooms/967519679813505162;Home Art Madrid Estudio Superior;494237478;Welcomer Group;40;f;40.43369879999999;-3.6722668;177.0;1;0;0;1;0;0;1;1;2.0;2;0;;
Centro;726323911946558122;https://www.airbnb.com/rooms/726323911946558122;Luz con historia de Madrid;162360677;Alvaro;1;t;40.41508;-3.707;50.0;1;1;0;0;0;0;1;7;5.0;1;0;;
Latina;46121375;https://www.airbnb.com/rooms/46121375;1-Habitación  amplia con smart tv.;228191862;Ronny;2;f;40.41049;-3.73209;70.0;0;0;0;0;0;0;1;4;5.0;1;0;;
San Blas - Canillejas;46309199;https://www.airbnb.com/rooms/46309199;Se alquila habitación en madrid;374858472;Miryam;1;f;40.43934;-3.63085;126.0;1;0;0;1;0;0;1;0;0.0;1;0;;
Centro;22314456;https://www.airbnb.com/rooms/22314456;Habitación para dos personas en Madrid Centro;23714327;Marisa;1;f;40.42262;-3.70451;157.0;1;0;0;0;0;1;0;6;5.0;1;0;;
Chamberí;623492057879785042;https://www.airbnb.com/rooms/623492057879785042;Habitación privada en pleno centro de madrid;136423563;Pedro;5;f;40.43125;-3.705;79.0;1;0;0;0;0;0;1;12;4.67;1;0;;
Centro;1078157952721402365;https://www.airbnb.com/rooms/1078157952721402365;Piso Madrid Centro, La Latina.;115852805;Felipe;1;f;40.407741;-3.7092649;169.0;1;0;0;1;0;1;0;12;4.58;2;1;;
Tetuán;971809934807190407;https://www.airbnb.com/rooms/971809934807190407;Cómoda Habitación cama grande;513471774;Marco;7;t;40.44974603555161;-3.700065388102203;146.0;0;0;0;1;0;0;1;9;4.89;1;0;;
Chamberí;826528305012865817;https://www.airbnb.com/rooms/826528305012865817;Private terrace, Metro at 150m, Gran Vía at 20 min;500002968;Marta;1;t;40.43105658197047;-3.706221554209516;124.0;1;1;1;0;0;0;1;44;4.89;2;0;;
San Blas - Canillejas;35086995;https://www.airbnb.com/rooms/35086995;Wanda Metropolitano Champions League Final;264303236;Cristina;1;f;40.42906;-3.61137;126.0;1;0;1;1;0;1;0;0;0.0;1;0;;
Centro;623728692353561999;https://www.airbnb.com/rooms/623728692353561999;Madrid City Centre: Apartment SOL + Free Parking;458390602;Ma Carmen;1;f;40.41501743068318;-3.703332645536491;321.0;1;0;1;0;0;0;1;14;4.64;2;1;;
Fuencarral - El Pardo;986236260664835659;https://www.airbnb.com/rooms/986236260664835659;1150€/mes. Habitación para 3, cama, baño y sofá.;47784023;Ana;3;f;40.47663;-3.73012;95.0;1;1;0;0;0;0;1;3;4.67;1;0;;
Moncloa - Aravaca;1003997385109450958;https://www.airbnb.com/rooms/1003997385109450958;gfvku;3032923;Jose;1;f;40.42226352027627;-3.7166303064855417;121.0;1;0;0;1;0;0;1;1;5.0;1;0;;
Villa de Vallecas;1016508336518955767;https://www.airbnb.com/rooms/1016508336518955767;Precioso apartamento;239067958;Jefrey;1;f;40.367306595635995;-3.607681869453885;73.0;1;0;0;1;0;0;1;3;5.0;2;0;;
Centro;1031233439334785267;https://www.airbnb.com/rooms/1031233439334785267;Estudio en Madrid Centro 3C;547380295;Wilfredo;12;f;40.41801839836153;-3.7019710848496623;103.0;1;0;0;1;0;0;1;0;0.0;2;0;;
Centro;1024397531525776170;https://www.airbnb.com/rooms/1024397531525776170;Habitación cómoda con balcón;120961384;Diogo;6;f;40.421685;-3.703478;157.0;1;0;0;0;0;0;1;9;4.44;1;0;;
Centro;1031065642369558662;https://www.airbnb.com/rooms/1031065642369558662;Acogedor apartamento;544866036;Elia;1;f;40.42485621029181;-3.7075606100188288;157.0;1;0;0;0;0;0;1;12;4.25;2;0;;
Barajas;1046843423364683664;https://www.airbnb.com/rooms/1046843423364683664;Habitación Aeropuerto a 5 min;123409494;César;1;f;40.47627280872073;-3.577338969345363;101.0;1;0;0;0;0;0;1;0;0.0;1;0;;
Centro;939773788098041584;https://www.airbnb.com/rooms/939773788098041584;Barceló I;438136382;Home Club;156;f;40.42609;-3.70189;115.0;0;0;1;1;0;0;1;0;0.0;2;0;;
Centro;1002650300576611880;https://www.airbnb.com/rooms/1002650300576611880;Piso en el centro de Madrid;7385206;Maria;1;f;40.42245046983732;-3.697775155305863;150.0;1;0;0;0;0;1;0;4;5.0;2;0;;
Ciudad Lineal;27154041;https://www.airbnb.com/rooms/27154041;Marlyn & Roxii House;190978098;Roxii;1;f;40.42703;-3.65251;17.0;1;0;0;0;0;0;1;10;5.0;1;0;;
Retiro;911472090448673698;https://www.airbnb.com/rooms/911472090448673698;马德里地铁口独立卫生间大床房 近丽池公园;22830144;Hua;1;t;40.40337085433582;-3.676176788965016;55.0;1;0;0;1;1;0;1;0;0.0;1;0;;
Tetuán;821497133549525103;https://www.airbnb.com/rooms/821497133549525103;4 Ways Vii apartment in Madrid;377605855;MIT House;289;f;40.45063867791683;-3.702705500635564;190.0;1;1;0;1;0;0;1;34;4.71;2;1;;
Arganzuela;729429613198584724;https://www.airbnb.com/rooms/729429613198584724;Precioso apartamento en Madrid junto a la Latina;210584350;The Charming Concept SL;4;f;40.40889;-3.71862;74.0;1;0;0;0;0;0;1;38;4.42;2;0;;
Centro;807126909169961581;https://www.airbnb.com/rooms/807126909169961581;Estudio en el centro de Madrid;40421634;Laila;1;f;40.41080659571181;-3.696074448205597;60.0;1;1;0;1;1;0;1;4;4.25;2;0;;
Salamanca;942027384294380365;https://www.airbnb.com/rooms/942027384294380365;Nice flat in Barrio de Salamanca;460391145;Marta Y Fran;125;t;40.42369;-3.66718;159.0;1;0;0;0;0;0;1;12;4.67;2;1;;
Arganzuela;616677051708351628;https://www.airbnb.com/rooms/616677051708351628;Dani’s Getaway Heaven;96804305;Danica;1;f;40.40413164153414;-3.7116658666449336;118.0;1;0;0;0;0;0;1;12;5.0;2;0;;
Tetuán;818757831453746638;https://www.airbnb.com/rooms/818757831453746638;Amazing room bathroom! Long term;2987457;Maria;15;t;40.45818821072102;-3.697795346007829;77.0;1;0;0;1;0;0;1;1;5.0;1;1;;
Salamanca;1173637771000841176;https://www.airbnb.com/rooms/1173637771000841176;alojamiento exclusivo mujeres;66852008;Juan Carlos;4;f;40.42418;-3.68029;60.0;1;1;1;0;0;0;1;1;5.0;1;1;;
Salamanca;868582426323222552;https://www.airbnb.com/rooms/868582426323222552;La Paz Market 2 C Madrid Salamanca quarter;2509252;Montaber;22;f;40.4288394;-3.6853952;93.0;1;1;1;1;0;0;1;15;4.13;2;1;;
Retiro;1126632073149050417;https://www.airbnb.com/rooms/1126632073149050417;Elegante alojamiento céntrico de lujo en Madrid;567327895;Santiago;87;f;40.40743277204224;-3.668176427609183;32.0;1;0;0;0;0;0;1;0;0.0;1;0;;
Centro;36067721;https://www.airbnb.com/rooms/36067721;Björkapartament;271325763;Juan;1;f;40.42011;-3.70026;157.0;1;0;0;0;0;1;0;4;5.0;2;0;;
Centro;30580469;https://www.airbnb.com/rooms/30580469;Habitación Tranquila Cama Grande Sol;229249895;Peralta;5;f;40.41360402149072;-3.696101887461056;57.0;1;0;1;1;0;0;1;246;4.73;1;0;;
Salamanca;558394385180485235;https://www.airbnb.com/rooms/558394385180485235;Agadez - 3 bedrooms and balcony in Lista;346367515;Ukio;290;f;40.42736;-3.67396;177.0;1;1;1;1;0;0;1;0;0.0;2;1;;
Centro;691812054484484445;https://www.airbnb.com/rooms/691812054484484445;limehome Madrid Ave María | One-Bedroom Apartment;418270816;Limehome;50;f;40.410744;-3.7009776;118.0;1;0;1;1;0;0;1;3;4.0;2;0;;
Centro;1049190041696173572;https://www.airbnb.com/rooms/1049190041696173572;Luxurious in the city center 1BD;548858736;Sara;1;f;40.41114181746319;-3.7003422718124326;98.0;1;0;0;0;0;0;1;8;4.38;2;0;;
Centro;558487143008331355;https://www.airbnb.com/rooms/558487143008331355;Double Room Ensuite;314662107;The Newton;6;t;40.41315;-3.70415;157.0;0;0;0;1;0;0;1;1;5.0;1;1;;
Chamberí;1049009288536278844;https://www.airbnb.com/rooms/1049009288536278844;Acogedor estudio en Chamberí;142175605;Ana;26;f;40.42976835877853;-3.696213132549905;80.0;1;0;1;1;0;0;1;13;4.92;2;0;;
Barajas;34907367;https://www.airbnb.com/rooms/34907367;Habitacion final champions. 10 min del wanda;263089091;Alvarito;1;f;40.45365;-3.59387;101.0;1;0;1;0;0;1;0;0;0.0;1;0;;
Centro;46923574;https://www.airbnb.com/rooms/46923574;HABITACIÓN ACOJEDORA EN EL CENTRO;303295616;Juan;1;f;40.40812;-3.70014;157.0;1;1;1;1;0;0;1;14;4.5;1;0;;
Chamartín;46985003;https://www.airbnb.com/rooms/46985003;Inmueble entero, un dormitorio. Zona Auditorio;379846867;Marcos;1;f;40.44166;-3.67872;129.0;1;0;0;1;0;0;1;0;0.0;2;0;;
Centro;1101421634957623986;https://www.airbnb.com/rooms/1101421634957623986;Apartment at Madrid city center M (ATO55);460749776;Fernando;14;f;40.41163937602595;-3.69902171071768;129.0;1;1;1;1;0;0;1;0;0.0;2;1;;
Centro;897219747316358158;https://www.airbnb.com/rooms/897219747316358158;Tranquilo espacio en Chamberí;448890645;Salomé;46;f;40.42921105540425;-3.703823499580798;21.0;1;0;0;0;0;0;1;0;0.0;1;0;;
Centro;828353471671937797;https://www.airbnb.com/rooms/828353471671937797;Precioso Apartamento en Plaza de España. Madrid;66952923;Oriana;4;f;40.42278405074745;-3.710948944684491;115.0;1;1;0;0;0;1;0;59;4.76;2;0;;
San Blas - Canillejas;21108296;https://www.airbnb.com/rooms/21108296;Apartment close to Wanda Metropolitano;93909471;Javier;1;f;40.44604;-3.61323;126.0;1;0;0;1;0;0;1;0;0.0;2;0;;
San Blas - Canillejas;47368837;https://www.airbnb.com/rooms/47368837;Habitación mediana;37386244;Denisse;1;f;40.42119;-3.6161;126.0;1;0;0;0;0;0;1;0;0.0;1;0;;
Chamberí;913641237973301406;https://www.airbnb.com/rooms/913641237973301406;Piso en Trafalgar;518713670;Bemadrid;231;f;40.43044039999999;-3.7022263;54.0;1;0;0;1;0;0;1;1;5.0;2;0;;
Centro;639939856644844493;https://www.airbnb.com/rooms/639939856644844493;Bonito estudio exterior en Madrid central;144246035;Rosa;14;t;40.42150595836897;-3.70409843128983;102.0;1;0;1;0;0;0;1;7;4.57;2;0;;
Puente de Vallecas;562980972202430078;https://www.airbnb.com/rooms/562980972202430078;Cielo;445210710;Yuri;1;f;40.38496;-3.66834;112.0;1;0;0;0;0;0;1;34;4.5;1;0;;
Centro;2087574;https://www.airbnb.com/rooms/2087574;Madrid Center Rastro Lavapiés;10654623;Javier;5;f;40.40756;-3.70568;48.0;1;0;1;0;0;1;0;367;4.79;1;0;;
Retiro;914467851206818930;https://www.airbnb.com/rooms/914467851206818930;Piso en Jerónimos;518713670;Bemadrid;231;f;40.40761;-3.68454;60.0;1;0;0;1;0;0;1;0;0.0;2;1;;
Tetuán;683734526220888100;https://www.airbnb.com/rooms/683734526220888100;M131 Apartment in Villaamil;471977881;Rodrigo;147;f;40.46033;-3.70855;60.0;1;0;0;0;0;0;1;0;0.0;2;1;;
Centro;928726846993899295;https://www.airbnb.com/rooms/928726846993899295;Habitación privada en Sol;523828388;Alanta;1;f;40.4164197;-3.7052392;84.0;0;0;1;1;0;0;1;33;4.18;2;0;;
Centro;13966094;https://www.airbnb.com/rooms/13966094;The Sky of Madrid Penthouse with Private Terrace in Conde Duque;2167068;Ludovic;1;t;40.42586;-3.71027;204.0;1;1;1;0;0;0;1;239;4.97;2;0;;
Salamanca;35601926;https://www.airbnb.com/rooms/35601926;Stunning junior suite in Cibeles Madrid centre;217039385;Lara De One Shot Recoletos;4;f;40.42088;-3.69138;177.0;0;1;1;1;0;0;1;3;5.0;1;0;;
Centro;1045892080853047125;https://www.airbnb.com/rooms/1045892080853047125;Aparta-Estudio Cerca del Rastro;267011996;Camila;4;t;40.410015823693165;-3.705148705849467;69.0;1;0;1;0;0;0;1;3;4.33;2;0;;
Centro;890535552593473073;https://www.airbnb.com/rooms/890535552593473073;Lujoso Loft  centro de Madrid;509995349;Susana;4;t;40.416094840226826;-3.700137819406506;164.0;1;0;0;1;0;0;1;3;5.0;2;0;;
Salamanca;1092575707702265947;https://www.airbnb.com/rooms/1092575707702265947;Cristal - 1 bedroom in Castellana;346367515;Ukio;290;f;40.430093692760174;-3.6863798616206385;125.0;1;0;0;1;0;0;1;0;0.0;2;0;;
Salamanca;943286979915372325;https://www.airbnb.com/rooms/943286979915372325;Giugliano - 1 bedroom in Goya;346367515;Ukio;290;f;40.42624;-3.67432;138.0;1;0;1;0;0;0;1;0;0.0;2;0;;
Salamanca;3824546;https://www.airbnb.com/rooms/3824546;Apartamento,Genial, Barrio Salamanca,señorial,wifi;17515542;Emilio-Abel;4;f;40.42865;-3.67613;83.0;1;1;1;1;0;0;1;4;4.25;2;0;;
Arganzuela;923888229196323658;https://www.airbnb.com/rooms/923888229196323658;Luz y color en Madrid Atocha;65656674;Diego;27;f;40.4057916;-3.694369;42.0;1;1;1;1;0;0;1;24;4.79;1;0;;
Centro;914962650904535289;https://www.airbnb.com/rooms/914962650904535289;Cozzy Room Historical Center Madrid GV15H12;498026704;Maria Teresa;41;f;40.41907934178117;-3.6994356927019703;37.0;1;0;0;1;0;1;0;0;0.0;1;0;;
Centro;1065072893689342400;https://www.airbnb.com/rooms/1065072893689342400;Lujoso apto paseo Del Prado;553116764;Jesús;2;f;40.41341;-3.69497;139.0;1;0;0;1;0;0;1;0;0.0;2;0;;
Centro;24417135;https://www.airbnb.com/rooms/24417135;Apartamento Museo del Prado;378073;Alberto;4;t;40.41406;-3.69917;188.0;1;1;1;1;0;0;1;104;4.89;2;1;;
Salamanca;52250278;https://www.airbnb.com/rooms/52250278;Bravo Vi apartament in Madrid;377605855;MIT House;289;f;40.43196;-3.66868;226.0;1;0;1;1;0;0;1;33;4.73;2;1;;
Retiro;1171813133816100739;https://www.airbnb.com/rooms/1171813133816100739;Estudio cerca de atocha.;446760611;Raul;27;f;40.405891267378266;-3.6815114676123346;48.0;1;0;0;1;0;0;1;0;0.0;2;0;;
Chamberí;50773801;https://www.airbnb.com/rooms/50773801;Apartamento con Patio interior Chamberi;43885079;Oreana;2;f;40.43544;-3.70365;65.0;1;1;0;0;0;0;1;2;4.5;2;0;;
Salamanca;37283862;https://www.airbnb.com/rooms/37283862;Loft hasta 5 personas zona Goya,  Wizink Center;280682720;Carlos;1;f;40.42466;-3.66731;154.0;1;0;0;1;0;1;0;81;4.53;2;1;;
Salamanca;52250233;https://www.airbnb.com/rooms/52250233;Bravo Terrace Ii apartment in Madrid;377605855;MIT House;289;f;40.43244;-3.66677;218.0;1;1;1;1;0;0;1;41;4.61;2;1;;
Salamanca;1030373956084729876;https://www.airbnb.com/rooms/1030373956084729876;Homeclub | Modern Apartment in Salamanca;547378218;Home;1;f;40.42367369999999;-3.6854037;444.0;1;0;1;0;0;0;1;6;4.83;2;1;;
Centro;852746451171589636;https://www.airbnb.com/rooms/852746451171589636;Ático con terraza en el centro;17010136;Kimberley;1;f;40.41247262207522;-3.698094491130819;150.0;1;1;0;1;0;0;1;9;5.0;2;0;;
Centro;52836407;https://www.airbnb.com/rooms/52836407;vip CERVANTES, by MONARO*****;356248492;Monaro;26;t;40.41358;-3.69738;728.0;1;1;1;0;0;0;1;120;4.76;2;1;;
Ciudad Lineal;1126765015791708525;https://www.airbnb.com/rooms/1126765015791708525;M (ale141c) Coqueto Studio en Pasaje Virgen de la;460749776;Fernando;14;f;40.435146942890185;-3.6564064019275566;65.0;1;0;0;1;0;0;1;2;2.5;2;0;;
Centro;737666848211230334;https://www.airbnb.com/rooms/737666848211230334;Balcony in la latina 5 minutes from sol;77736183;Johan;25;f;40.41289;-3.70685;32.0;1;0;0;0;0;1;0;85;4.69;1;0;;
Centro;53038550;https://www.airbnb.com/rooms/53038550;Encantadora habitación en La Latina.;33139145;David;1;f;40.41156;-3.7077;59.0;1;1;1;0;0;1;0;62;4.66;1;0;;
Centro;863753570799082708;https://www.airbnb.com/rooms/863753570799082708;Espectacular dúplex Huertas;328173918;Thomas;15;f;40.4131063137092;-3.697234721738383;80.0;1;1;0;0;1;0;1;3;3.0;2;0;;
Chamberí;876100385643493163;https://www.airbnb.com/rooms/876100385643493163;Elegante, céntrico y acogedor;63622272;Tommaso;1;f;40.43280807706307;-3.703401156045683;99.0;1;1;1;1;0;0;1;2;5.0;2;1;;
Chamberí;938940302613534314;https://www.airbnb.com/rooms/938940302613534314;Piso 1 Dorm Gaztambide, Chamberí;518713670;Bemadrid;231;f;40.43474;-3.7136;56.0;1;0;0;0;0;0;1;0;0.0;2;0;;
Tetuán;34521384;https://www.airbnb.com/rooms/34521384;Apartamento remodelado Castellana/Chamberi area;48709572;Carlos;1;f;40.45187;-3.70812;299.0;1;0;1;0;0;0;1;0;0.0;2;0;;
Chamberí;16613577;https://www.airbnb.com/rooms/16613577;Visitor's Book;109655498;Pedro;1;t;40.44124;-3.70326;171.0;1;1;1;1;0;0;1;39;4.95;2;1;;
Chamberí;1051206711192333504;https://www.airbnb.com/rooms/1051206711192333504;VH75b Estudio Patio Chamberi;466052734;Estela;58;f;40.43916;-3.70972;67.0;1;0;0;0;0;0;1;2;5.0;2;0;;
Salamanca;944877774119841831;https://www.airbnb.com/rooms/944877774119841831;Lujo en el barrio de salamanca;455046490;Magali;23;f;40.42812651197576;-3.6777156971788183;390.0;1;0;0;1;0;0;1;4;4.0;2;1;;
Arganzuela;47405727;https://www.airbnb.com/rooms/47405727;Delicias II;226390119;Dan;3;f;40.39944;-3.70219;96.0;1;0;0;1;0;0;1;155;4.77;2;0;;
Salamanca;967180837057329291;https://www.airbnb.com/rooms/967180837057329291;Home Art Madrid Estudio Básico;494237478;Welcomer Group;40;f;40.43369879999999;-3.6722668;154.0;1;0;0;1;0;0;1;1;4.0;2;0;;
Centro;878834164463029861;https://www.airbnb.com/rooms/878834164463029861;Malasaña Iv apartment in Madrid;377605855;MIT House;289;f;40.424672515492944;-3.70181645752726;170.0;1;0;0;1;0;0;1;22;4.27;2;0;;
Centro;851303331557969646;https://www.airbnb.com/rooms/851303331557969646;Large, comfy & full of light by Gran Via;121195987;C. B.  Zugaza;12;t;40.42622798717612;-3.6999103414636423;135.0;1;0;1;0;0;0;1;34;4.59;2;0;;
Salamanca;947093932013967265;https://www.airbnb.com/rooms/947093932013967265;Smart choice for Salamanca district;36503894;Marta Y Enrique;33;t;40.430999517571365;-3.6696759727691752;119.0;1;0;0;0;0;0;1;18;4.56;2;1;;
Tetuán;887546058063672270;https://www.airbnb.com/rooms/887546058063672270;Estiloso piso con patio privado;37032566;Carlos;5;t;40.4649002351862;-3.7015570808855447;103.0;1;1;0;1;0;0;1;27;4.81;2;1;;
Centro;1115935018587074811;https://www.airbnb.com/rooms/1115935018587074811;Homeclub | Apartment in Gran Via with roof terrace;438136382;Home Club;156;f;40.41920086011703;-3.7017597349525753;250.0;0;0;0;1;0;0;1;0;0.0;2;1;;
Centro;1131954446708831772;https://www.airbnb.com/rooms/1131954446708831772;Estudio Centro, Gran Vía, Madrid;571629661;Cesar;1;f;40.42289659551454;-3.700359936364409;50.0;1;0;0;1;0;0;1;4;4.5;2;0;;
Chamberí;773901232093377085;https://www.airbnb.com/rooms/773901232093377085;Bonito apartamento con estilo;46778005;Oscar;2;f;40.43985;-3.71208;320.0;1;1;1;0;1;0;1;0;0.0;2;1;;
Arganzuela;30106610;https://www.airbnb.com/rooms/30106610;POO1: Modern & Stylish.APT 1;223332911;Daniel;2;f;40.39939;-3.70018;93.0;1;1;1;1;0;0;1;225;4.52;2;0;;
