neighbourhood_group_cleansed,host_is_superhost,latitude,longitude,kitchen,patio or balcony,elevator,air conditioning,review_scores_rating,room_type_encoded,bedrooms_encoded,price,price_category,distance_from_city_center,distance_category
Puente de Vallecas,f,40.37855,-3.65079,1,0,0,0,0.0,2,0,112.0,Economic,6.150189840326728,5-10 km
Centro,f,40.41688215552406,-3.707293420896431,0,0,0,0,5.0,1,0,105.0,Economic,0.3352064646126562,<1 km
Latina,f,40.37621,-3.76562,1,0,0,0,0.0,0,0,70.0,Low-Cost,6.936611707262292,5-10 km
Arganzuela,f,40.40056,-3.7054,1,0,1,0,0.0,1,0,141.0,Economic,1.8063592873673764,1-2 km
Barajas,f,40.45297,-3.59165,1,0,1,1,0.0,1,0,101.0,Economic,10.27596813914244,>10 km
Centro,f,40.42242,-3.70748,1,1,0,1,4.46,2,1,106.0,Economic,0.7234206385900599,<1 km
Carabanchel,f,40.3876,-3.74534,1,0,0,0,0.0,2,0,82.0,Low-Cost,4.8103813184067405,3-5 km
Centro,f,40.4154,-3.70936,0,0,0,0,5.0,1,0,157.0,Luxury,0.5307210380380147,<1 km
Hortaleza,f,40.48841,-3.66515,1,0,1,1,0.0,0,0,143.0,Luxury,8.60064510423983,5-10 km
Salamanca,t,40.43583,-3.6821,1,1,1,1,5.0,1,0,177.0,Luxury,2.7826567823074195,2-3 km
Centro,f,40.41273,-3.70562,1,0,1,0,0.0,1,0,157.0,Luxury,0.48479061030532006,<1 km
Villa de Vallecas,f,40.38312,-3.62279,0,0,0,0,0.0,1,0,73.0,Low-Cost,7.7775341280069545,5-10 km
Centro,f,40.42194,-3.70123,1,0,0,0,0.0,2,0,1000.0,Luxury,0.6063187833803259,<1 km
Chamberí,f,40.44112,-3.6987,1,0,0,0,5.0,1,0,128.0,Economic,2.7404319892126447,2-3 km
Centro,f,40.4135,-3.70145,1,0,1,1,5.0,2,0,136.0,Economic,0.3930536341025735,<1 km
Centro,f,40.4065,-3.70123,1,0,1,0,0.0,1,0,157.0,Luxury,1.15134310082984,1-2 km
Salamanca,f,40.42978,-3.66701,1,0,0,0,5.0,1,0,177.0,Luxury,3.4004622834096847,3-5 km
Chamartín,f,40.46675,-3.67197,1,0,0,0,5.0,1,0,129.0,Economic,6.163110961518675,5-10 km
Centro,f,40.42159,-3.69677,0,0,0,0,5.0,1,0,157.0,Luxury,0.7755041733916604,<1 km
San Blas - Canillejas,f,40.42359,-3.61705,1,0,0,0,4.5,2,1,126.0,Economic,7.344425723172421,5-10 km
Centro,f,40.41295,-3.69864,1,0,0,1,0.0,1,0,157.0,Luxury,0.5786478890581617,<1 km
Ciudad Lineal,f,40.43588,-3.64785,0,0,1,1,0.0,1,0,99.0,Economic,5.1571185213711015,5-10 km
Ciudad Lineal,f,40.43481,-3.65865,0,0,1,1,0.0,1,0,99.0,Economic,4.283876050614796,3-5 km
Fuencarral - El Pardo,f,40.47777,-3.70417,1,0,1,0,0.0,1,0,95.0,Economic,6.7878137651549455,5-10 km
Hortaleza,f,40.46075,-3.65472,0,0,1,0,3.74,1,0,74.0,Low-Cost,6.394566903401844,5-10 km
Latina,f,40.4090084,-3.733182599999999,1,0,0,0,0.0,1,0,32.0,Low-Cost,2.6685131607997667,2-3 km
Ciudad Lineal,f,40.435966,-3.6582911,0,0,0,1,0.0,1,0,160.0,Luxury,4.372127419323033,3-5 km
Centro,f,40.42412,-3.70783,0,0,1,1,0.0,2,0,157.0,Luxury,0.90551629352124,<1 km
Chamartín,f,40.44382,-3.67191,1,0,0,1,5.0,1,0,83.0,Economic,4.018834292391084,3-5 km
Latina,f,40.3942,-3.74188,1,0,0,0,0.0,1,0,70.0,Low-Cost,4.11400902893736,3-5 km
Carabanchel,f,40.39547306478599,-3.70866150660548,1,0,0,0,5.0,1,0,9.0,Low-Cost,2.406133307462747,2-3 km
Chamberí,f,40.42842,-3.69773,1,0,1,0,4.5,2,0,128.0,Economic,1.3839756994459038,1-2 km
Centro,f,40.41236,-3.69515,1,0,1,1,0.0,2,1,160.0,Luxury,0.846557951875557,<1 km
Chamberí,f,40.4463,-3.71216,1,0,1,0,0.0,1,0,128.0,Economic,3.371841975277939,3-5 km
Tetuán,f,40.45514,-3.70371,1,0,1,1,0.0,2,1,146.0,Luxury,4.271223741971742,3-5 km
Carabanchel,f,40.39024,-3.73657,1,0,0,0,0.0,1,0,82.0,Low-Cost,4.073482848382851,3-5 km
Moncloa - Aravaca,f,40.430398400001785,-3.7203317435146976,1,1,0,1,0.0,2,0,121.0,Economic,2.0926963132061367,2-3 km
Arganzuela,f,40.40585,-3.69175,0,0,1,1,4.5,1,0,141.0,Economic,1.5575841133479984,1-2 km
Fuencarral - El Pardo,f,40.49243,-3.68867,1,0,0,1,0.0,2,0,95.0,Economic,8.508577611883283,5-10 km
Tetuán,f,40.4552308069023,-3.692690731985113,1,0,0,0,0.0,1,0,146.0,Luxury,4.375030417244003,3-5 km
Arganzuela,t,40.38533,-3.68853,0,0,0,0,0.0,1,0,141.0,Economic,3.7097767778617645,3-5 km
Centro,f,40.4212889,-3.7031182,0,0,0,1,0.0,1,0,157.0,Luxury,0.5073821661093252,<1 km
Chamartín,f,40.44313517647427,-3.679300984381619,1,0,0,0,0.0,1,0,129.0,Economic,3.572270917879536,3-5 km
Centro,f,40.42715,-3.70842,0,0,0,0,0.0,2,0,157.0,Luxury,1.2360132827365404,1-2 km
Tetuán,f,40.4593,-3.70429,1,0,0,0,0.0,1,0,146.0,Luxury,4.734363391245301,3-5 km
Tetuán,f,40.474437700549295,-3.693966303117842,1,0,1,1,0.0,1,0,146.0,Luxury,6.465744908264233,5-10 km
Arganzuela,f,40.39921,-3.69471,1,0,1,0,4.0,2,0,100.0,Economic,2.0805260291914176,2-3 km
Tetuán,f,40.46656897457927,-3.703010294232022,1,0,0,1,0.0,1,0,29.0,Low-Cost,5.542022130059748,5-10 km
Centro,f,40.4065599,-3.7017376,1,0,0,0,0.0,2,0,125.0,Economic,1.1388517264061069,1-2 km
Centro,t,40.41753,-3.7022,1,0,1,1,4.93,2,1,230.0,Luxury,0.13126593948484258,<1 km
Salamanca,f,40.4285804,-3.6763674,1,0,0,0,0.0,1,0,52.0,Low-Cost,2.636186375869368,2-3 km
Centro,f,40.42153,-3.70078,1,0,0,0,4.0,1,1,150.0,Luxury,0.5761267933298275,<1 km
Retiro,f,40.41698,-3.67137,1,0,0,1,0.0,2,1,122.0,Economic,2.7065752595782127,2-3 km
Centro,f,40.42397,-3.69819,1,0,0,0,0.0,2,0,157.0,Luxury,0.9155758584717785,<1 km
Arganzuela,f,40.38791,-3.69245,1,0,0,0,0.0,1,0,141.0,Economic,3.3345387046660693,3-5 km
Hortaleza,f,40.4703,-3.64624,1,0,1,0,0.0,1,0,143.0,Luxury,7.670181284478073,5-10 km
Hortaleza,f,40.49226,-3.66243,1,0,1,1,0.0,2,0,143.0,Luxury,9.08396364271172,5-10 km
Centro,f,40.41425,-3.70635,1,0,1,0,0.0,2,0,157.0,Luxury,0.3754510003625022,<1 km
Centro,f,40.42118,-3.70757,1,0,0,0,3.0,1,0,21.0,Low-Cost,0.6109377611692935,<1 km
Carabanchel,f,40.3652,-3.76078,1,0,1,0,0.0,2,1,82.0,Low-Cost,7.516354860308098,5-10 km
Centro,f,40.42397,-3.69942,1,0,0,0,0.0,1,0,157.0,Luxury,0.8708326996243027,<1 km
Centro,f,40.42572,-3.70278,1,0,0,0,0.0,1,0,157.0,Luxury,1.0008728612812494,1-2 km
Centro,f,40.414504000897054,-3.7015221760610544,1,0,0,1,4.58,2,1,156.0,Luxury,0.2913228418034447,<1 km
Carabanchel,f,40.36394,-3.76105,1,0,0,0,0.0,1,0,82.0,Low-Cost,7.638338220022447,5-10 km
San Blas - Canillejas,f,40.43051,-3.6229,1,0,1,0,1.0,1,1,126.0,Economic,6.9794186660867545,5-10 km
Centro,f,40.416569,-3.708478,1,0,0,0,5.0,1,0,45.0,Low-Cost,0.4354223755086828,<1 km
Centro,f,40.424125857444274,-3.6979492335560615,1,0,0,1,0.0,2,0,97.0,Economic,0.9405691402066981,<1 km
Carabanchel,f,40.39702,-3.71981,1,0,1,0,5.0,2,0,82.0,Low-Cost,2.5976497499857616,2-3 km
Centro,f,40.42079,-3.69914,1,0,0,1,3.75,1,0,62.0,Low-Cost,0.5746885065458069,<1 km
Ciudad Lineal,f,40.4321,-3.65639,1,0,1,1,0.0,1,0,99.0,Economic,4.326112048412125,3-5 km
Tetuán,f,40.44842959614383,-3.7072267997446633,1,0,0,1,0.0,2,0,44.0,Low-Cost,3.5402709801208734,3-5 km
Centro,f,40.41408,-3.71639,1,0,1,1,4.86,1,1,69.0,Low-Cost,1.143484334269054,1-2 km
Centro,f,40.42224,-3.69601,1,1,1,0,5.0,2,1,180.0,Luxury,0.8720416107950925,<1 km
Chamberí,f,40.43191,-3.70971,0,0,1,1,0.0,2,0,95.0,Economic,1.7721043501028793,1-2 km
Moncloa - Aravaca,t,40.42277,-3.71532,0,0,0,0,4.84,1,0,53.0,Low-Cost,1.2165153763961558,1-2 km
Centro,f,40.40899747834222,-3.7103462654273818,1,0,0,0,4.92,1,0,44.0,Low-Cost,1.0445321021197491,1-2 km
Centro,f,40.41944,-3.69671,1,0,0,1,4.66,2,0,137.0,Economic,0.6370268922963637,<1 km
Arganzuela,f,40.40162112650197,-3.710759696414222,1,1,1,1,5.0,1,0,30.0,Low-Cost,1.7935661400234657,1-2 km
Fuencarral - El Pardo,f,40.4918,-3.69616,1,0,0,1,0.0,1,0,32.0,Low-Cost,8.369585207723787,5-10 km
Fuencarral - El Pardo,t,40.49076,-3.6909,1,0,0,1,4.76,2,1,168.0,Luxury,8.298881286836684,5-10 km
Latina,f,40.40134,-3.75564,1,0,1,0,0.0,1,0,70.0,Low-Cost,4.74733561432648,3-5 km
Centro,t,40.4070921924376,-3.70772646406214,0,0,0,0,0.0,2,0,4720.0,Luxury,1.1341221530380956,1-2 km
Usera,f,40.37982,-3.70552,1,0,0,0,0.0,1,1,30.0,Low-Cost,4.108247103269601,3-5 km
Salamanca,f,40.42808,-3.6675,1,0,1,1,0.0,1,0,177.0,Luxury,3.2858895327937576,3-5 km
Centro,t,40.40711,-3.71204,1,0,0,1,5.0,2,0,157.0,Luxury,1.2987234607316258,1-2 km
Centro,f,40.41000103307502,-3.7051587309704033,1,0,0,1,0.0,2,0,157.0,Luxury,0.7638144849621495,<1 km
Centro,f,40.4146559767931,-3.703991087169288,1,0,0,0,0.0,1,0,157.0,Luxury,0.23702813115922053,<1 km
Centro,f,40.41643759999999,-3.709046,1,0,0,0,0.0,1,1,157.0,Luxury,0.48423042198779226,<1 km
Moncloa - Aravaca,f,40.42964502954501,-3.71872731062044,1,0,0,0,0.0,1,0,121.0,Economic,1.9389385753602453,1-2 km
San Blas - Canillejas,t,40.42712,-3.62127,1,0,0,0,0.0,1,0,254.0,Luxury,7.042699183258705,5-10 km
Centro,f,40.40923050000001,-3.7077152,1,0,0,1,4.92,2,0,70.0,Low-Cost,0.9124066149809824,<1 km
Tetuán,f,40.45954,-3.69839,0,0,1,1,0.0,1,0,91.0,Economic,4.7787562507012105,3-5 km
Tetuán,t,40.4591537818464,-3.697835142475066,1,0,0,0,0.0,1,0,84.0,Economic,4.7403613085590255,3-5 km
Salamanca,f,40.426545809221615,-3.678050874045683,1,0,0,0,3.5,1,0,45.0,Low-Cost,2.4029353400306634,2-3 km
Centro,f,40.42849,-3.70194,1,0,1,1,4.67,2,0,80.0,Low-Cost,1.3131147202544395,1-2 km
Salamanca,f,40.42892,-3.67359,1,0,0,0,4.46,2,1,122.0,Economic,2.8599404230281382,2-3 km
Moncloa - Aravaca,t,40.4256,-3.71564,0,0,0,1,4.74,1,0,129.0,Economic,1.4343410314805929,1-2 km
Centro,f,40.42589432924786,-3.695396255623248,1,0,0,1,1.0,1,0,65.0,Low-Cost,1.2209532879831098,1-2 km
Salamanca,f,40.425904205044326,-3.6776142290375864,1,0,0,1,0.0,2,0,85.0,Economic,2.404807318307944,2-3 km
Salamanca,t,40.42602979999999,-3.6803296,1,0,1,1,5.0,2,1,793.0,Luxury,2.205332781501154,2-3 km
Centro,t,40.42336780847207,-3.710251450538636,0,0,0,0,4.76,1,0,70.0,Low-Cost,0.9419987532081582,<1 km
Centro,f,40.41645648186649,-3.694300505799585,0,0,0,0,0.0,1,0,47.0,Low-Cost,0.7657835364868477,<1 km
Carabanchel,f,40.39639,-3.71448,1,0,1,1,4.5,2,1,245.0,Luxury,2.4504400365620373,2-3 km
Chamberí,f,40.43134072481595,-3.698132563338415,1,0,0,0,0.0,1,0,20.0,Low-Cost,1.6834622371410348,1-2 km
Moratalaz,f,40.39927,-3.64051,1,0,1,0,0.0,2,0,900.0,Luxury,5.662844677345096,5-10 km
Moncloa - Aravaca,f,40.46667771951909,-3.7210882116394095,0,0,0,1,0.0,1,0,64.0,Low-Cost,5.753571360080431,5-10 km
Centro,f,40.41335846255089,-3.7093429680074497,1,0,0,0,0.0,1,0,30.0,Low-Cost,0.6315310379328388,<1 km
Usera,f,40.37172,-3.68765,1,0,0,1,4.8,2,0,104.0,Economic,5.178131601425169,5-10 km
Ciudad Lineal,f,40.4243952,-3.6562776,1,0,1,0,4.69,1,0,35.0,Low-Cost,4.074082687734246,3-5 km
Puente de Vallecas,t,40.39074,-3.66336,1,0,0,0,4.85,1,0,27.0,Low-Cost,4.4509318277026715,3-5 km
Barajas,f,40.47572,-3.57438,0,0,0,1,4.59,0,0,32.0,Low-Cost,12.732350977387025,>10 km
Centro,f,40.424118,-3.696657,1,0,0,1,0.0,2,0,265.0,Luxury,0.997508662927902,<1 km
Carabanchel,f,40.388364178378865,-3.73531736433506,1,0,0,1,0.0,1,0,56.0,Low-Cost,4.156927710167368,3-5 km
Centro,f,40.40931,-3.71027,1,0,1,0,4.54,2,0,85.0,Economic,1.0123650021956707,1-2 km
Arganzuela,f,40.40264,-3.70764,1,0,1,1,4.87,1,0,51.0,Low-Cost,1.6083911764323675,1-2 km
Centro,f,40.42477926509412,-3.697628781059404,0,0,0,1,4.79,1,0,150.0,Luxury,1.0173272355219305,1-2 km
Centro,f,40.417989998174974,-3.702597431838512,1,0,0,1,5.0,2,0,160.0,Luxury,0.1536291731569249,<1 km
Centro,f,40.40818257739293,-3.698519250374999,1,0,0,1,4.72,2,0,114.0,Economic,1.034222608868305,1-2 km
Chamberí,f,40.434821179391534,-3.717503912806567,1,0,0,0,0.0,1,0,19.0,Low-Cost,2.341966529200916,2-3 km
Ciudad Lineal,f,40.43281,-3.65449,1,0,0,0,0.0,1,0,2100.0,Luxury,4.505039826612203,3-5 km
Retiro,f,40.418310920554056,-3.6751616116824897,1,0,0,0,4.82,1,0,75.0,Low-Cost,2.3918942589191783,2-3 km
Carabanchel,f,40.39407788141012,-3.7371098778674336,1,0,0,1,0.0,2,0,82.0,Low-Cost,3.810553094400607,3-5 km
Arganzuela,f,40.40299903527739,-3.6916486610796966,1,0,0,0,0.0,1,0,20.0,Low-Cost,1.8194756200613376,1-2 km
Carabanchel,f,40.39035,-3.74111,1,0,0,0,1.0,1,0,32.0,Low-Cost,4.339645996319364,3-5 km
Centro,f,40.41769022857082,-3.701534376223587,1,0,0,1,4.0,2,1,163.0,Luxury,0.18645197971026017,<1 km
Puente de Vallecas,f,40.40430084138649,-3.662914467498699,1,0,0,0,0.0,1,0,34.0,Low-Cost,3.6910499115645954,3-5 km
Centro,f,40.4139166,-3.698195199999999,0,0,0,0,0.0,1,0,208.0,Luxury,0.5361287369627769,<1 km
Arganzuela,f,40.39467,-3.6953098,1,0,0,0,5.0,1,0,50.0,Low-Cost,2.5453215542105934,2-3 km
Centro,f,40.4226362860699,-3.697816394269466,0,0,0,1,5.0,1,0,250.0,Luxury,0.8062467609909235,<1 km
Centro,f,40.41368,-3.70943,1,0,0,0,0.0,1,0,30.0,Low-Cost,0.6171332548572576,<1 km
Puente de Vallecas,f,40.39442,-3.66681,1,0,0,0,3.67,1,0,35.0,Low-Cost,3.9648708117350546,3-5 km
Chamberí,f,40.44164,-3.69973,1,0,1,0,0.0,1,0,300.0,Luxury,2.7867698786370316,2-3 km
Chamberí,f,40.43437548029829,-3.697798143568415,1,0,0,0,5.0,2,0,130.0,Economic,2.0174742401552126,2-3 km
Retiro,f,40.40107819537225,-3.671933633654636,1,1,0,1,0.0,2,0,71.0,Low-Cost,3.1778997566240927,3-5 km
Chamberí,f,40.4379,-3.70871,0,0,0,1,5.0,1,0,61.0,Low-Cost,2.397604960162379,2-3 km
Salamanca,f,40.43369879999999,-3.6722668,1,0,0,1,5.0,2,0,174.0,Luxury,3.2370457621208786,3-5 km
Arganzuela,f,40.40164,-3.6998,1,1,1,0,4.92,2,1,250.0,Luxury,1.7043662125411823,1-2 km
Centro,f,40.4078,-3.70085,0,0,0,1,4.28,2,0,69.0,Low-Cost,1.0149760224786113,1-2 km
Villa de Vallecas,f,40.37835,-3.60493,0,0,0,0,0.0,0,0,100.0,Economic,9.362648320241322,5-10 km
Fuencarral - El Pardo,f,40.51453,-3.67732,1,0,0,1,5.0,2,0,53.0,Low-Cost,11.09549464569144,>10 km
Hortaleza,f,40.4729446,-3.6420975,1,0,0,0,4.33,1,0,45.0,Low-Cost,8.119799687197128,5-10 km
Ciudad Lineal,f,40.43862471317834,-3.6474893510808815,1,0,0,0,0.0,1,1,40.0,Low-Cost,5.317484707987269,5-10 km
Villa de Vallecas,f,40.36654,-3.59959,1,0,0,0,0.0,1,0,100.0,Economic,10.40898644019991,>10 km
Centro,f,40.409313205685336,-3.712808769032312,1,0,0,1,3.5,2,0,62.0,Low-Cost,1.150106837673397,1-2 km
Ciudad Lineal,f,40.42321,-3.63703,0,0,1,0,0.0,1,1,400.0,Luxury,5.659397523572936,5-10 km
Villaverde,f,40.35576215492764,-3.6975048750579975,0,0,0,0,4.83,1,0,70.0,Low-Cost,6.797188342675209,5-10 km
San Blas - Canillejas,f,40.44496,-3.58995,1,0,1,1,0.0,1,0,350.0,Luxury,10.097631400791004,>10 km
Usera,f,40.38195314338218,-3.712009416676679,1,0,0,0,4.5,1,0,36.0,Low-Cost,3.9359843007841713,3-5 km
Hortaleza,f,40.48631,-3.64927,1,0,1,0,0.0,2,1,550.0,Luxury,8.988478748341215,5-10 km
Barajas,f,40.4576,-3.58891,1,0,1,0,0.0,1,1,500.0,Luxury,10.69773296528215,>10 km
San Blas - Canillejas,f,40.4405337,-3.6071209,1,0,0,0,0.0,1,0,34.0,Low-Cost,8.563555145026163,5-10 km
Villaverde,f,40.35451408848951,-3.697198833869599,1,0,0,0,0.0,1,0,28.0,Low-Cost,6.937502408409964,5-10 km
Ciudad Lineal,f,40.43262,-3.64766,1,0,0,1,5.0,1,0,350.0,Luxury,5.033470484285843,5-10 km
Ciudad Lineal,f,40.44063,-3.64111,0,0,0,0,5.0,1,0,1500.0,Luxury,5.8997622987214715,5-10 km
Salamanca,f,40.421041701844814,-3.6870678310978375,1,0,0,1,5.0,2,0,106.0,Economic,1.4585327324708277,1-2 km
Ciudad Lineal,f,40.43597,-3.65091,1,1,0,0,0.0,1,0,530.0,Luxury,4.926711734085904,3-5 km
Chamberí,f,40.42964283661808,-3.6943151026682055,1,0,1,1,5.0,2,0,125.0,Economic,1.626488092909629,1-2 km
Chamartín,f,40.46024,-3.67275,1,0,1,0,0.0,1,0,80.0,Low-Cost,5.487252074903728,5-10 km
Salamanca,f,40.42499,-3.67351,0,0,0,1,0.0,2,0,56.0,Low-Cost,2.6870033217942857,2-3 km
Chamartín,f,40.45642,-3.67658,1,0,0,0,0.0,1,0,35.0,Low-Cost,4.960574055493445,3-5 km
Ciudad Lineal,f,40.47542015721471,-3.666364330867492,1,0,0,1,5.0,1,0,300.0,Luxury,7.237430218930583,5-10 km
Centro,f,40.4165384,-3.7007342,1,0,1,1,5.0,2,0,200.0,Luxury,0.22153397725868926,<1 km
Carabanchel,t,40.37879,-3.72969,0,0,0,0,0.0,1,0,29.0,Low-Cost,4.772440189427292,3-5 km
Barajas,t,40.47273,-3.58169,1,1,1,1,5.0,2,0,120.0,Economic,12.0311377498689,>10 km
Centro,t,40.40751114714885,-3.701682320290375,1,0,0,1,5.0,1,1,60.0,Low-Cost,1.0345308253022962,1-2 km
Villaverde,t,40.34993,-3.70594,1,1,1,1,4.95,2,0,84.0,Economic,7.430976299237784,5-10 km
Moncloa - Aravaca,t,40.42696,-3.71502,0,0,0,1,4.79,1,0,108.0,Economic,1.5073063576455747,1-2 km
Carabanchel,f,40.38475,-3.72774,1,0,0,0,0.0,1,0,31.0,Low-Cost,4.112635056245777,3-5 km
Fuencarral - El Pardo,f,40.51104,-3.69231,1,0,1,1,0.0,2,1,90.0,Economic,10.528330059241979,>10 km
Fuencarral - El Pardo,f,40.4740721,-3.7221468,1,0,1,0,4.5,1,0,28.0,Low-Cost,6.571891713660571,5-10 km
San Blas - Canillejas,f,40.43274199697231,-3.609649281506877,0,0,0,0,4.5,1,0,95.0,Economic,8.1280797152101,5-10 km
San Blas - Canillejas,f,40.44528,-3.62616,1,0,1,0,0.0,1,0,400.0,Luxury,7.263037814206177,5-10 km
Ciudad Lineal,t,40.438103583313,-3.644387908217943,1,0,0,1,5.0,2,0,78.0,Low-Cost,5.527023968989654,5-10 km
Chamartín,f,40.43815000552187,-3.6894013043238583,1,0,0,1,5.0,1,1,221.0,Luxury,2.6580623775824206,2-3 km
Salamanca,f,40.43363571558219,-3.6827916924369184,0,0,0,0,0.0,1,0,90.0,Economic,2.5611067410889614,2-3 km
Villaverde,f,40.349789725856674,-3.685511802663879,1,0,0,1,5.0,2,0,82.0,Low-Cost,7.594921454347695,5-10 km
Tetuán,f,40.454536156516085,-3.6977925937088534,1,0,0,0,0.0,2,1,180.0,Luxury,4.230090441932129,3-5 km
Retiro,f,40.405918084851635,-3.679551749695891,1,0,0,0,4.6,1,0,50.0,Low-Cost,2.345435975679342,2-3 km
Chamberí,f,40.43036672450658,-3.711698639441347,1,0,0,1,0.0,1,0,30.0,Low-Cost,1.673428215246953,1-2 km
Retiro,f,40.40543,-3.68396,1,0,0,0,4.65,1,0,29.0,Low-Cost,2.06652075468967,2-3 km
Usera,f,40.36907313773203,-3.708742505188963,1,0,0,1,5.0,2,0,105.0,Economic,5.318812400208468,5-10 km
Arganzuela,f,40.40127013347943,-3.698374377029644,1,0,0,1,0.0,2,1,250.0,Luxury,1.7695959278687103,1-2 km
Fuencarral - El Pardo,f,40.47384,-3.71547,1,0,0,0,0.0,1,0,20.0,Low-Cost,6.432889544036984,5-10 km
Latina,f,40.396601600225594,-3.745108102538036,1,0,1,0,5.0,1,0,32.0,Low-Cost,4.1852886676273195,3-5 km
Usera,f,40.38157,-3.71294,1,0,0,1,0.0,2,0,51.0,Low-Cost,3.9931444905294207,3-5 km
Moncloa - Aravaca,f,40.461426394667235,-3.7226010113954544,1,0,0,1,0.0,1,0,50.0,Low-Cost,5.230630786107992,5-10 km
Centro,f,40.411816776475064,-3.700193780442144,1,1,1,1,4.74,2,0,112.0,Economic,0.6076628785395531,<1 km
Carabanchel,f,40.377755136091146,-3.742228443138599,1,0,0,1,0.0,2,1,78.0,Low-Cost,5.4430222803195205,5-10 km
Carabanchel,f,40.38159,-3.74224,1,1,1,0,4.14,2,0,93.0,Economic,5.11059934396117,5-10 km
Centro,f,40.41339,-3.6936,1,0,0,0,4.72,2,0,99.0,Economic,0.9042450911554166,<1 km
Moncloa - Aravaca,f,40.466694044160995,-3.721002380950933,0,0,0,1,0.0,1,0,49.0,Low-Cost,5.753432185036169,5-10 km
San Blas - Canillejas,f,40.44018491675016,-3.611753624926316,1,0,0,1,4.28,2,1,86.0,Economic,8.179094961890634,5-10 km
Chamartín,t,40.46278887259453,-3.6892578401580542,1,0,0,1,0.0,1,0,30.0,Low-Cost,5.258433927850024,5-10 km
Carabanchel,f,40.3907666,-3.7380412,1,0,0,1,0.0,1,0,46.0,Low-Cost,4.119254479369333,3-5 km
Carabanchel,f,40.39686424165879,-3.7325676419028446,1,0,0,0,5.0,1,0,44.0,Low-Cost,3.3171883398749196,3-5 km
San Blas - Canillejas,f,40.44964,-3.57672,1,0,0,1,0.0,2,1,200.0,Luxury,11.324310655460833,>10 km
Chamartín,t,40.47075,-3.67855,1,0,1,1,4.94,1,0,48.0,Low-Cost,6.362619511116336,5-10 km
Centro,f,40.4095942273658,-3.700259159176998,1,0,0,1,0.0,2,0,123.0,Economic,0.8351013594556941,<1 km
Centro,f,40.41111,-3.70718,1,1,0,0,4.64,2,0,89.0,Economic,0.7043621481100852,<1 km
Centro,f,40.42601,-3.70098,1,0,0,0,5.0,1,0,60.0,Low-Cost,1.0511433059320987,1-2 km
Centro,f,40.41978116312141,-3.69903049798279,1,0,0,0,5.0,1,1,37.0,Low-Cost,0.4982154208362234,<1 km
Tetuán,f,40.45961291758832,-3.6902096495032306,1,0,1,1,4.82,1,0,62.0,Low-Cost,4.896223448707873,3-5 km
Centro,f,40.41312,-3.7052,1,0,0,0,0.0,0,0,157.0,Luxury,0.4311225466307635,<1 km
Centro,f,40.418652178533456,-3.70817430012772,1,0,0,1,0.0,1,0,42.0,Low-Cost,0.4618349028215515,<1 km
Ciudad Lineal,f,40.43228,-3.6541,1,0,0,1,4.67,1,0,99.0,Economic,4.512464604906231,3-5 km
Centro,f,40.42456,-3.70491,1,0,1,1,5.0,2,0,157.0,Luxury,0.880864566681246,<1 km
San Blas - Canillejas,f,40.42632,-3.60444,1,0,1,1,0.0,2,1,126.0,Economic,8.439662154224216,5-10 km
Usera,f,40.38044,-3.70635,0,0,1,1,5.0,1,0,74.0,Low-Cost,4.043200366563539,3-5 km
Tetuán,f,40.4666406,-3.7040696,1,0,0,1,0.0,2,0,146.0,Luxury,5.550261085973724,5-10 km
Centro,f,40.42249,-3.69884,1,0,0,0,4.5,1,0,157.0,Luxury,0.7452620476948578,<1 km
Puente de Vallecas,f,40.38783,-3.65502,0,0,0,0,0.0,1,0,112.0,Economic,5.2025236848535235,5-10 km
Ciudad Lineal,f,40.43808,-3.64361,1,0,0,0,4.43,1,0,99.0,Economic,5.585428165298235,5-10 km
Tetuán,f,40.45257,-3.70645,0,0,0,0,0.0,1,0,146.0,Luxury,3.9940257273935442,3-5 km
Fuencarral - El Pardo,f,40.49064,-3.69285,1,0,0,1,0.0,1,0,95.0,Economic,8.266307932800055,5-10 km
Tetuán,f,40.45547,-3.7062,0,0,0,0,0.0,1,0,146.0,Luxury,4.314602429723223,3-5 km
San Blas - Canillejas,f,40.42814239480578,-3.6102813825129183,0,0,0,1,4.9,1,0,34.0,Low-Cost,7.978994003027476,5-10 km
Centro,f,40.41748,-3.70246,1,0,0,1,4.46,2,1,140.0,Economic,0.11185232366986264,<1 km
Centro,f,40.420299703510544,-3.697467946905633,1,0,0,1,0.0,2,0,178.0,Luxury,0.636138523717216,<1 km
Centro,t,40.41268157958984,-3.6956748962402344,1,1,1,0,4.68,2,1,199.0,Luxury,0.7896528079547864,<1 km
Arganzuela,f,40.39485,-3.69933,1,0,1,1,5.0,1,1,141.0,Economic,2.456401106165233,2-3 km
Centro,f,40.42388,-3.70098,1,0,0,1,0.0,1,0,40.0,Low-Cost,0.8198479274661488,<1 km
Moncloa - Aravaca,f,40.46425,-3.74852,1,0,0,1,0.0,1,0,121.0,Economic,6.5223829225416,5-10 km
Centro,f,40.41916,-3.70293,1,1,1,1,5.0,1,0,41.0,Low-Cost,0.2725233699427181,<1 km
Centro,f,40.42597,-3.70152,1,0,0,1,4.75,2,0,103.0,Economic,1.0390257000863035,1-2 km
Centro,f,40.41288,-3.70159,0,0,1,1,0.0,1,0,157.0,Luxury,0.45287960802530247,<1 km
